exp_name,method,dataset,order,seed,backbone,best_lr,tasks,final_epoch_train_loss,training_runtime_s,training_gpu_ms,terminal_flops_per_sample,overall_learning_flops,core_training_flops,learning_auxiliary_flops,single_sample_forward_flops,model_parameter_bytes,model_buffer_bytes,optimizer_state_bytes,persistent_storage_bytes,persistent_storage_mib,inference_latency_ms_per_sample,peak_allocated_gpu_memory_mib,task_1_acc,task_2_acc,task_3_acc,task_4_acc,task_5_acc,task_6_acc
uwave-all,tagfex,uwave,3,52,resnet18_cifar,0.05,6,0.003588408395860683,371.2452971820021,372219.65625,20068391462.83941,985491929361658,985491929361658,0,1113554952,44691744,38560,44691744,89422048,85.27951049804688,0.04181276342153849,498.080078125,0.9823529411764705,0.9921259842519685,0.99,0.9819819819819819,0.9454545454545454,1.0
uwave-all,tagfex,uwave,3,54,resnet18_cifar,0.05,6,0.00030840090126763004,370.5822396132862,371568.15625,20068391462.83941,985491929361658,985491929361658,0,1113554952,44691744,38560,44691744,89422048,85.27951049804688,0.03626039168531341,498.080078125,1.0,0.984251968503937,0.99,0.9819819819819819,0.9727272727272728,1.0
uwave-all,tagfex,uwave,3,56,resnet18_cifar,0.05,6,0.0003611720163200419,368.93430548207834,369953.0,20068391462.83941,985491929361658,985491929361658,0,1113554952,44691744,38560,44691744,89422048,85.27951049804688,0.03668384592206816,498.080078125,0.9970588235294118,1.0,1.0,0.9819819819819819,0.9636363636363636,1.0
uwave-all,cwr_star,uwave,1,48,resnet18_cifar,0.1,6,0.013791515587583092,490.1004945898894,491268.25,20068419258.308323,982348873404878,982348873404878,0,1113554952,44691744,38560,44691744,89422048,85.27951049804688,0.050085121464300233,500.07373046875,0.9610027855153204,0.9821428571428571,0.9369369369369369,0.9811320754716981,0.98,1.0
uwave-all,cwr_star,uwave,1,50,resnet18_cifar,0.05,6,0.0007239883544057658,488.5745022390038,489672.6875,20068419258.308323,982348873404878,982348873404878,0,1113554952,44691744,38560,44691744,89422048,85.27951049804688,0.04704225453419245,500.07373046875,0.9721448467966574,1.0,0.9369369369369369,1.0,1.0,1.0
uwave-all,cwr_star,uwave,1,52,resnet18_cifar,0.1,6,0.042339321034521045,498.1375397220254,499323.875,20068419258.308323,982348873404878,982348873404878,0,1113554952,44691744,38560,44691744,89422048,85.27951049804688,0.051947112556912804,500.07373046875,0.9721448467966574,1.0,0.918918918918919,1.0,0.98,1.0
uwave-all,cwr_star,uwave,1,54,resnet18_cifar,0.05,6,0.0005900350262067477,499.7290057518985,500897.71875,20068419258.308323,982348873404878,982348873404878,0,1113554952,44691744,38560,44691744,89422048,85.27951049804688,0.05326517176789431,500.07373046875,0.9777158774373259,1.0,0.9279279279279279,1.0,1.0,1.0
uwave-all,cwr_star,uwave,1,56,resnet18_cifar,0.1,6,0.038846578900372096,498.4854930200381,499656.625,20068419258.308323,982348873404878,982348873404878,0,1113554952,44691744,38560,44691744,89422048,85.27951049804688,0.04772155378824599,500.07373046875,0.9554317548746518,1.0,0.8918918918918919,0.9811320754716981,0.99,0.9629629629629629
uwave-all,cwr_star,uwave,2,48,resnet18_cifar,0.01,6,0.0006398982819510881,495.33473318908364,496489.25,20068477009.399845,990980925510718,990980925510718,0,1113554952,44691744,38560,44691744,89422048,85.27951049804688,0.045702190748540615,499.705078125,0.993920972644377,0.9754098360655737,1.0,1.0,0.9818181818181818,0.984251968503937
uwave-all,cwr_star,uwave,2,50,resnet18_cifar,0.01,6,0.0005544187302627335,483.9203950020019,485082.375,20068477009.399845,990980925510718,990980925510718,0,1113554952,44691744,38560,44691744,89422048,85.27951049804688,0.04345383019556591,499.705078125,0.9878419452887538,0.9754098360655737,0.99,1.0,0.9818181818181818,0.9763779527559056
uwave-all,cwr_star,uwave,2,52,resnet18_cifar,0.05,6,0.0004286625896421137,483.68021598807536,484780.0625,20068477009.399845,990980925510718,990980925510718,0,1113554952,44691744,38560,44691744,89422048,85.27951049804688,0.04629089627477307,499.705078125,0.9422492401215805,0.9836065573770492,0.99,1.0,0.9818181818181818,0.968503937007874
uwave-all,cwr_star,uwave,2,54,resnet18_cifar,0.05,6,0.0032067165831598573,481.5396337622078,482603.75,20068477009.399845,990980925510718,990980925510718,0,1113554952,44691744,38560,44691744,89422048,85.27951049804688,0.04729891848650628,499.705078125,0.9848024316109423,0.9918032786885246,1.0,1.0,0.9818181818181818,0.952755905511811
uwave-all,cwr_star,uwave,2,56,resnet18_cifar,0.1,6,0.04048973011577815,485.9569566369755,487107.6875,20068477009.399845,990980925510718,990980925510718,0,1113554952,44691744,38560,44691744,89422048,85.27951049804688,0.04643438062755324,499.705078125,0.9908814589665653,0.9754098360655737,0.99,1.0,0.9818181818181818,1.0
uwave-all,cwr_star,uwave,3,48,resnet18_cifar,0.1,6,0.026168618698582044,480.0274827289395,481169.875,20068391462.83941,985491929361658,985491929361658,0,1113554952,44691744,38560,44691744,89422048,85.27951049804688,0.055406497397468356,500.25,0.9911764705882353,0.9921259842519685,0.98,0.963963963963964,0.9636363636363636,1.0
uwave-all,cwr_star,uwave,3,50,resnet18_cifar,0.1,6,0.021412160734285663,490.9081169179408,492083.5625,20068391462.83941,985491929361658,985491929361658,0,1113554952,44691744,38560,44691744,89422048,85.27951049804688,0.051383506485892995,500.25,0.9911764705882353,0.984251968503937,0.98,0.972972972972973,0.9636363636363636,1.0
uwave-all,cwr_star,uwave,3,52,resnet18_cifar,0.1,6,0.022078430879131035,492.3267024869565,493608.78125,20068391462.83941,985491929361658,985491929361658,0,1113554952,44691744,38560,44691744,89422048,85.27951049804688,0.049724050118779166,500.25,0.9882352941176471,0.9763779527559056,0.84,0.963963963963964,0.9545454545454546,1.0
uwave-all,cwr_star,uwave,3,54,resnet18_cifar,0.1,6,0.0479292686870566,481.46411191893276,482596.25,20068391462.83941,985491929361658,985491929361658,0,1113554952,44691744,38560,44691744,89422048,85.27951049804688,0.04918547321202433,500.25,0.9882352941176471,0.937007874015748,1.0,0.963963963963964,0.9727272727272728,0.9907407407407407
uwave-all,cwr_star,uwave,3,56,resnet18_cifar,0.1,6,0.015442011934574559,469.9370150472969,471049.65625,20068391462.83941,985491929361658,985491929361658,0,1113554952,44691744,38560,44691744,89422048,85.27951049804688,0.04789890395581357,500.25,0.9882352941176471,0.9921259842519685,0.99,0.9819819819819819,0.9363636363636364,1.0
