exp_name,method,dataset,order,seed,backbone,best_lr,tasks,final_epoch_train_loss,training_runtime_s,training_gpu_ms,terminal_flops_per_sample,overall_learning_flops,core_training_flops,learning_auxiliary_flops,single_sample_forward_flops,model_parameter_bytes,model_buffer_bytes,optimizer_state_bytes,persistent_storage_bytes,persistent_storage_mib,inference_latency_ms_per_sample,peak_allocated_gpu_memory_mib,task_1_acc,task_2_acc,task_3_acc,task_4_acc,task_5_acc,task_6_acc
uwave-5method,ewc,uwave,3,64,resnet18_cifar,0.1,6,0.022932885913568325,382.33076977095334,383290.03125,20068485183.470287,994660311337938,994660311337938,0,1113554952,44691744,38560,44691744,89422048,85.27951049804688,0.03840007138933288,500.568359375,0.9938271604938271,0.8648648648648649,0.98,1.0,0.9836065573770492,0.9448818897637795
uwave-5method,ewc,uwave,3,65,resnet18_cifar,0.1,6,0.022752225421637396,383.18355124397203,384129.1875,20068485183.470287,994660311337938,994660311337938,0,1113554952,44691744,38560,44691744,89422048,85.27951049804688,0.036140208716720475,500.568359375,0.9969135802469136,0.8828828828828829,0.99,1.0,0.9508196721311475,0.984251968503937
uwave-5method,ewc,uwave,3,66,resnet18_cifar,0.05,6,0.0003559571828950292,391.0053070849972,391950.3125,20068485183.470287,994660311337938,994660311337938,0,1113554952,44691744,38560,44691744,89422048,85.27951049804688,0.03631401679220809,500.568359375,0.9969135802469136,0.972972972972973,1.0,1.0,0.9754098360655737,0.9921259842519685
uwave-5method,icarl,uwave,1,62,resnet18_cifar,0.05,6,0.00044626548738358726,420.2886943289777,421276.65625,20068392918.36144,985224434710458,985224434710458,0,1113554952,44691744,38560,44691744,89422048,85.27951049804688,0.04184572870664332,501.056640625,0.9941348973607038,1.0,1.0,1.0,0.9727272727272728,0.9905660377358491
uwave-5method,icarl,uwave,1,63,resnet18_cifar,0.05,6,0.00046830975154434534,411.638649318018,412602.75,20068392918.36144,985224434710458,985224434710458,0,1113554952,44691744,38560,44691744,89422048,85.27951049804688,0.04183815852749311,501.056640625,0.9912023460410557,1.0,1.0,1.0,0.9545454545454546,0.9905660377358491
uwave-5method,icarl,uwave,1,64,resnet18_cifar,0.05,6,0.0005690167692936083,411.75868257594993,412731.3125,20068392918.36144,985224434710458,985224434710458,0,1113554952,44691744,38560,44691744,89422048,85.27951049804688,0.04170462956868245,501.056640625,0.9912023460410557,1.0,1.0,1.0,0.990909090909091,1.0
uwave-5method,icarl,uwave,1,65,resnet18_cifar,0.05,6,0.00037324823843942366,408.88757157401415,409880.5,20068392918.36144,985224434710458,985224434710458,0,1113554952,44691744,38560,44691744,89422048,85.27951049804688,0.04060001330279712,501.056640625,0.9941348973607038,0.9921259842519685,1.0,1.0,0.9818181818181818,1.0
uwave-5method,icarl,uwave,1,66,resnet18_cifar,0.05,6,0.007943701448432773,413.53545724600554,414504.46875,20068392918.36144,985224434710458,985224434710458,0,1113554952,44691744,38560,44691744,89422048,85.27951049804688,0.04052793422358393,501.056640625,0.9941348973607038,0.984251968503937,0.99,1.0,0.9727272727272728,1.0
uwave-5method,icarl,uwave,2,62,resnet18_cifar,0.05,6,0.003376640406403938,434.56234054098604,435535.46875,20068489541.685173,993189089523538,993189089523538,0,1113554952,44691744,38560,44691744,89422048,85.27951049804688,0.04095701790772312,500.556640625,0.9968152866242038,1.0,0.9921259842519685,0.954954954954955,0.9818181818181818,0.9508196721311475
uwave-5method,icarl,uwave,2,63,resnet18_cifar,0.05,6,0.00043766502952535954,421.2389388529118,422839.125,20068489541.685173,993189089523538,993189089523538,0,1113554952,44691744,38560,44691744,89422048,85.27951049804688,0.0405348704199631,500.556640625,1.0,1.0,0.9921259842519685,0.972972972972973,0.9636363636363636,0.9836065573770492
