exp_name,method,dataset,order,seed,backbone,lr,lr_candidates,loss_selection,selection_loss,best_lr,best_loss,total_search_flops,storage_bytes,tasks,selection_loss_eval_flops,average_incremental_accuracy,final_average_accuracy,average_forgetting,mean_final_accuracy_loss,backward_transfer,worst_forgotten_task,forgetting_mean,forgetting_median,forgetting_std,forgetting_min,forgetting_q25,forgetting_q75,forgetting_max,forgetting_positive_fraction,task_end_seen_accuracy_curve,forgetting_per_task,intransigence,intransigence_mean,final_hidden_neurons,training_runtime_s,training_gpu_ms,initial_task_s,incremental_tasks_total_s,mean_incremental_task_s,median_incremental_task_s,terminal_flops_per_sample,overall_learning_flops,core_training_flops,learning_auxiliary_flops,single_sample_forward_flops,model_parameter_bytes,replay_sample_bytes,replay_label_bytes,auxiliary_bytes,persistent_storage_bytes,persistent_storage_mib,inference_latency_ms_per_sample,peak_allocated_gpu_memory_mib,intransigence_reference_lr,intransigence_reference_file
spike-all,ewc,spike,1,63,resnet18_cifar,0.1,"[0.1,0.05,0.01]",last_epoch_train_mean,1.9417296129724253,0.05,0.07053662123887436,16954551694783530,44716368,18,0,0.1508363799663214,0.0499359795134443,0.9964806435394671,0.9964806435394671,-0.9964806435394671,2,0.9964806435394671,1.0,0.014077425842131728,0.9401709401709402,1.0,1.0,1.0,1.0,"[0.9401709401709402,0.25,0.20408163265306123,0.16595744680851063,0.14233576642335766,0.12738853503184713,0.11048158640226628,0.09948979591836735,0.09048723897911833,0.08297872340425531,0.07662082514734773,0.07116788321167883,0.06643952299829642,0.06230031948881789,0.058646616541353384,0.06401137980085349,0.05256064690026954,0.0499359795134443]","[0.9401709401709402,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[0.008547008547008517,-0.15384615384615385,-0.07499999999999996,-0.15384615384615385,0.0,-0.050000000000000044,0.0,-0.02564102564102566,-0.07692307692307687,0.0,-0.05128205128205132,-0.5641025641025641,-0.07692307692307687,-0.3076923076923077,-0.4358974358974359,-0.052631578947368474,-0.02564102564102566,-0.07692307692307687]",-0.1176556955065727,512,948.5660057307687,948614.30859375,30.024993182974868,918.5410125477938,54.03182426751728,54.48258052393794,3008510760323.824,5651517231594510,5382632010818374,268885220776136,27838714900,44716368,0,0,1654544196,1699260564,1620.5411567687988,0.5528657707873441,9580.99365234375,0.05,
spike-all,ewc,spike,1,63,resnet18_cifar,0.05,"[0.1,0.05,0.01]",last_epoch_train_mean,0.07053662123887436,0.05,0.07053662123887436,16954551694783530,44716368,18,0,0.16206237471642793,0.05505761843790013,0.9914529914529915,0.9914529914529915,-0.9914529914529915,2,0.9914529914529915,1.0,0.025557094071671855,0.8974358974358975,1.0,1.0,1.0,1.0,"[0.9572649572649573,0.25,0.20408163265306123,0.16595744680851063,0.26277372262773724,0.12738853503184713,0.11048158640226628,0.09948979591836735,0.09048723897911833,0.08297872340425531,0.07662082514734773,0.12773722627737227,0.06643952299829642,0.06230031948881789,0.058646616541353384,0.06685633001422475,0.05256064690026954,0.05505761843790013]","[0.9572649572649573,1.0,1.0,0.8974358974358975,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[-0.008547008547008628,-0.15384615384615385,-0.07499999999999996,-0.15384615384615385,0.0,-0.050000000000000044,0.0,-0.02564102564102566,-0.07692307692307687,0.0,-0.05128205128205132,-0.5641025641025641,-0.07692307692307687,-0.3076923076923077,-0.4358974358974359,-0.052631578947368474,-0.02564102564102566,-0.07692307692307687]",-0.11860536312290698,512,908.2009045853047,908246.923828125,25.40877553995233,882.7921290453523,51.92894876737367,51.554437372949906,3008510760323.824,5651517231594510,5382632010818374,268885220776136,27838714900,44716368,0,0,1654544196,1699260564,1620.5411567687988,0.5717084814034755,9589.93115234375,0.05,/nobackup/proj/disk/naiss2026-4-902/shared/yizhil/Avalanche/avalanche-master/joint_result_spike-all/ewc/order1/joint_spike_ewc__order-1__seed-063.json
spike-all,ewc,spike,1,63,resnet18_cifar,0.01,"[0.1,0.05,0.01]",last_epoch_train_mean,0.3659645063536508,0.05,0.07053662123887436,16954551694783530,44716368,18,0,0.15170341241230123,0.0499359795134443,0.9964806435394671,0.9964806435394671,-0.9964806435394671,2,0.9964806435394671,1.0,0.014077425842131728,0.9401709401709402,1.0,1.0,1.0,1.0,"[0.9401709401709402,0.25,0.20408163265306123,0.16595744680851063,0.14233576642335766,0.12738853503184713,0.11048158640226628,0.09948979591836735,0.09048723897911833,0.08297872340425531,0.07662082514734773,0.07116788321167883,0.06643952299829642,0.06230031948881789,0.08421052631578947,0.05405405405405406,0.05256064690026954,0.0499359795134443]","[0.9401709401709402,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[0.008547008547008517,-0.15384615384615385,-0.07499999999999996,-0.15384615384615385,0.0,-0.050000000000000044,0.0,-0.02564102564102566,-0.07692307692307687,0.0,-0.05128205128205132,-0.5641025641025641,-0.07692307692307687,-0.3076923076923077,-0.4358974358974359,-0.052631578947368474,-0.02564102564102566,-0.07692307692307687]",-0.1176556955065727,512,903.945942741002,903990.013671875,28.443042696000703,875.5029000450013,51.500170590882426,52.018225785999675,3008510760323.824,5651517231594510,5382632010818374,268885220776136,27838714900,44716368,0,0,1654544196,1699260564,1620.5411567687988,0.5800095864328627,9580.99365234375,0.05,
spike-all,ewc,spike,1,65,resnet18_cifar,0.1,"[0.1,0.05,0.01]",last_epoch_train_mean,0.06184620109404096,0.05,0.010778194553687335,16954551694783530,44716368,18,0,0.15010626668173277,0.0499359795134443,0.9950100553041729,0.9950100553041729,-0.9950100553041729,2,0.9950100553041729,1.0,0.014913917863926754,0.9401709401709402,1.0,1.0,1.0,1.0,"[0.9401709401709402,0.25,0.20408163265306123,0.16595744680851063,0.14233576642335766,0.12420382165605096,0.11048158640226628,0.09948979591836735,0.09048723897911833,0.08297872340425531,0.07662082514734773,0.07116788321167883,0.06643952299829642,0.06230031948881789,0.058646616541353384,0.05405405405405406,0.05256064690026954,0.0499359795134443]","[0.9401709401709402,1.0,1.0,1.0,1.0,0.975,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[-0.09401709401709402,-0.4871794871794872,0.0,0.0,-0.28205128205128205,-0.025000000000000022,-0.05128205128205132,-0.02564102564102566,-0.05128205128205132,-0.02564102564102566,-0.3076923076923077,-0.1282051282051282,-0.05128205128205132,-0.02564102564102566,-0.20512820512820518,-0.02631578947368418,-0.02564102564102566,-0.02564102564102566]",-0.10209114309991504,512,871.0533728030059,871090.609375,25.0544846720004,845.9988881310055,49.76464047829444,50.491327568001,3008510760323.824,5651517231594510,5382632010818374,268885220776136,27838714900,44716368,0,0,1654544196,1699260564,1620.5411567687988,0.5529816261189595,9589.93115234375,0.05,
spike-all,ewc,spike,1,65,resnet18_cifar,0.05,"[0.1,0.05,0.01]",last_epoch_train_mean,0.010778194553687335,0.05,0.010778194553687335,16954551694783530,44716368,18,0,0.15599504406098658,0.0499359795134443,0.9964806435394671,0.9964806435394671,-0.9964806435394671,2,0.9964806435394671,1.0,0.014077425842131728,0.9401709401709402,1.0,1.0,1.0,1.0,"[0.9401709401709402,0.25,0.20408163265306123,0.16595744680851063,0.14233576642335766,0.12738853503184713,0.14447592067988668,0.09948979591836735,0.09048723897911833,0.08297872340425531,0.07662082514734773,0.12043795620437957,0.06643952299829642,0.06230031948881789,0.07819548872180451,0.05405405405405406,0.05256064690026954,0.0499359795134443]","[0.9401709401709402,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[-0.09401709401709402,-0.4871794871794872,0.0,0.0,-0.28205128205128205,-0.050000000000000044,-0.05128205128205132,-0.02564102564102566,-0.05128205128205132,-0.02564102564102566,-0.3076923076923077,-0.1282051282051282,-0.05128205128205132,-0.02564102564102566,-0.20512820512820518,-0.02631578947368418,-0.02564102564102566,-0.02564102564102566]",-0.10348003198880394,512,891.9877988800017,892026.505859375,27.462975378999545,864.5248235010022,50.85440138241189,51.213064483999915,3008510760323.824,5651517231594510,5382632010818374,268885220776136,27838714900,44716368,0,0,1654544196,1699260564,1620.5411567687988,0.597796874520888,9589.93115234375,0.05,/nobackup/proj/disk/naiss2026-4-902/shared/yizhil/Avalanche/avalanche-master/joint_result_spike-all/ewc/order1/joint_spike_ewc__order-1__seed-065.json
spike-all,ewc,spike,1,65,resnet18_cifar,0.01,"[0.1,0.05,0.01]",last_epoch_train_mean,0.09069310068528845,0.05,0.010778194553687335,16954551694783530,44716368,18,0,0.1531321980516132,0.0499359795134443,0.9994972347913524,0.9994972347913524,-0.9994972347913524,2,0.9994972347913524,1.0,0.002011060834590239,0.9914529914529915,1.0,1.0,1.0,1.0,"[0.9914529914529915,0.25,0.20408163265306123,0.16595744680851063,0.14233576642335766,0.12738853503184713,0.11048158640226628,0.09948979591836735,0.09048723897911833,0.08297872340425531,0.07662082514734773,0.07116788321167883,0.06643952299829642,0.06230031948881789,0.058646616541353384,0.05405405405405406,0.05256064690026954,0.0499359795134443]","[0.9914529914529915,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[-0.14529914529914534,-0.4871794871794872,0.0,0.0,-0.28205128205128205,-0.050000000000000044,-0.05128205128205132,-0.02564102564102566,-0.05128205128205132,-0.02564102564102566,-0.3076923076923077,-0.1282051282051282,-0.05128205128205132,-0.02564102564102566,-0.20512820512820518,-0.02631578947368418,-0.02564102564102566,-0.02564102564102566]",-0.10632903483780679,512,899.4857942389972,899526.9482421875,27.289357951000056,872.1964362879971,51.30567272282336,52.73576146099913,3008510760323.824,5651517231594510,5382632010818374,268885220776136,27838714900,44716368,0,0,1654544196,1699260564,1620.5411567687988,0.5541010729865846,9589.93115234375,0.05,
spike-all,ewc,spike,1,67,resnet18_cifar,0.1,"[0.1,0.05,0.01]",last_epoch_train_mean,0.08330256973179231,0.05,0.03145957599330393,16954551694783530,44716368,18,0,0.1460096909291061,0.0499359795134443,0.991955756661639,0.991955756661639,-0.991955756661639,2,0.991955756661639,1.0,0.03217697335344393,0.8632478632478633,1.0,1.0,1.0,1.0,"[0.8632478632478633,0.25,0.20408163265306123,0.16595744680851063,0.14233576642335766,0.12738853503184713,0.11048158640226628,0.09948979591836735,0.09048723897911833,0.08297872340425531,0.07662082514734773,0.07116788321167883,0.06643952299829642,0.06230031948881789,0.058646616541353384,0.05405405405405406,0.05256064690026954,0.0499359795134443]","[0.8632478632478633,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[0.05982905982905984,0.0,-0.050000000000000044,0.0,-0.10256410256410253,0.0,-0.02564102564102566,0.0,-0.1282051282051282,-0.05128205128205132,-0.07692307692307687,0.0,0.0,-0.41025641025641024,-0.3589743589743589,-0.1842105263157895,0.0,-0.05128205128205132]",-0.07663942620082971,512,895.9443924409934,895983.8154296875,27.683340335999674,868.2610521049937,51.07417953558787,52.65544237899849,3008510760323.824,5651517231594510,5382632010818374,268885220776136,27838714900,44716368,0,0,1654544196,1699260564,1620.5411567687988,0.5533352355954689,9589.93115234375,0.05,
spike-all,ewc,spike,1,67,resnet18_cifar,0.05,"[0.1,0.05,0.01]",last_epoch_train_mean,0.03145957599330393,0.05,0.03145957599330393,16954551694783530,44716368,18,0,0.15815226015421074,0.0499359795134443,0.9974861739567622,0.9974861739567622,-0.9974861739567622,2,0.9974861739567622,1.0,0.010055304172951222,0.9572649572649573,1.0,1.0,1.0,1.0,"[0.9572649572649573,0.25,0.20408163265306123,0.16595744680851063,0.14233576642335766,0.12738853503184713,0.11048158640226628,0.10204081632653061,0.09976798143851508,0.12978723404255318,0.07662082514734773,0.13138686131386862,0.06643952299829642,0.06230031948881789,0.058646616541353384,0.059743954480796585,0.05256064690026954,0.0499359795134443]","[0.9572649572649573,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[-0.03418803418803418,0.0,-0.050000000000000044,0.0,-0.10256410256410253,0.0,-0.02564102564102566,0.0,-0.1282051282051282,-0.05128205128205132,-0.07692307692307687,0.0,0.0,-0.41025641025641024,-0.3589743589743589,-0.1842105263157895,0.0,-0.05128205128205132]",-0.08186259809066826,512,903.0459485290012,903104.0478515625,27.788984201000858,875.2569643280003,51.485703784000016,52.39971555599914,3008510760323.824,5651517231594510,5382632010818374,268885220776136,27838714900,44716368,0,0,1654544196,1699260564,1620.5411567687988,0.44342133290353564,9589.93115234375,0.05,/nobackup/proj/disk/naiss2026-4-902/shared/yizhil/Avalanche/avalanche-master/joint_result_spike-all/ewc/order1/joint_spike_ewc__order-1__seed-067.json
spike-all,ewc,spike,1,67,resnet18_cifar,0.01,"[0.1,0.05,0.01]",last_epoch_train_mean,0.15245170659900453,0.05,0.03145957599330393,16954551694783530,44716368,18,0,0.15218253043527893,0.0499359795134443,0.9984917043740573,0.9984917043740573,-0.9984917043740573,2,0.9984917043740573,1.0,0.006033182503770744,0.9743589743589743,1.0,1.0,1.0,1.0,"[0.9743589743589743,0.25,0.20408163265306123,0.16595744680851063,0.14233576642335766,0.12738853503184713,0.11048158640226628,0.09948979591836735,0.09048723897911833,0.08297872340425531,0.07662082514734773,0.07116788321167883,0.06643952299829642,0.06230031948881789,0.058646616541353384,0.05405405405405406,0.05256064690026954,0.0499359795134443]","[0.9743589743589743,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[-0.05128205128205121,0.0,-0.050000000000000044,0.0,-0.10256410256410253,0.0,-0.02564102564102566,0.0,-0.1282051282051282,-0.05128205128205132,-0.07692307692307687,0.0,0.0,-0.41025641025641024,-0.3589743589743589,-0.1842105263157895,0.0,-0.05128205128205132]",-0.08281226570700255,512,901.687493364001,901730.6591796875,28.34132796099948,873.3461654030016,51.373303847235384,52.143803757999194,3008510760323.824,5651517231594510,5382632010818374,268885220776136,27838714900,44716368,0,0,1654544196,1699260564,1620.5411567687988,0.5562688898902283,9589.93115234375,0.05,
spike-all,ewc,spike,1,69,resnet18_cifar,0.1,"[0.1,0.05,0.01]",last_epoch_train_mean,0.02072693261763324,0.1,0.02072693261763324,16954551694783530,44716368,18,0,0.15227238350787603,0.05377720870678617,0.9890522875816994,0.9890522875816994,-0.9890522875816994,2,0.9890522875816994,1.0,0.030614479551974823,0.8888888888888888,1.0,1.0,1.0,1.0,"[0.8888888888888888,0.25,0.20408163265306123,0.16595744680851063,0.14233576642335766,0.12738853503184713,0.11331444759206799,0.10204081632653061,0.09280742459396751,0.0851063829787234,0.07662082514734773,0.1386861313868613,0.06814310051107325,0.06230031948881789,0.058646616541353384,0.05689900426742532,0.05390835579514825,0.05377720870678617]","[0.8888888888888888,1.0,1.0,1.0,1.0,0.925,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[-0.008547008547008517,0.0,-0.09999999999999998,-0.07692307692307687,-0.02564102564102566,0.0,-0.02564102564102566,0.0,-0.23076923076923073,0.0,-0.07692307692307687,-0.15384615384615385,-0.07692307692307687,-0.05128205128205132,-0.33333333333333337,-0.07894736842105265,-0.07692307692307687,-0.15384615384615385]",-0.08164142550107462,512,933.3186885710056,933356.837890625,27.712222690999624,905.606465880006,53.270968581176824,55.582009158999426,3008510760323.824,5651517231594510,5382632010818374,268885220776136,27838714900,44716368,0,0,1654544196,1699260564,1620.5411567687988,0.5644056068964898,9589.93115234375,0.1,/nobackup/proj/disk/naiss2026-4-902/shared/yizhil/Avalanche/avalanche-master/joint_result_spike-all/ewc/order1/joint_spike_ewc__order-1__seed-069.json
