exp_name,method,dataset,order,seed,backbone,lr,lr_candidates,loss_selection,selection_loss,best_lr,best_loss,total_search_flops,storage_bytes,tasks,selection_loss_eval_flops,average_incremental_accuracy,final_average_accuracy,average_forgetting,mean_final_accuracy_loss,backward_transfer,worst_forgotten_task,forgetting_mean,forgetting_median,forgetting_std,forgetting_min,forgetting_q25,forgetting_q75,forgetting_max,forgetting_positive_fraction,task_end_seen_accuracy_curve,forgetting_per_task,intransigence,intransigence_mean,final_hidden_neurons,training_runtime_s,training_gpu_ms,initial_task_s,incremental_tasks_total_s,mean_incremental_task_s,median_incremental_task_s,terminal_flops_per_sample,overall_learning_flops,core_training_flops,learning_auxiliary_flops,single_sample_forward_flops,model_parameter_bytes,replay_sample_bytes,replay_label_bytes,auxiliary_bytes,persistent_storage_bytes,persistent_storage_mib,inference_latency_ms_per_sample,peak_allocated_gpu_memory_mib
uwave-all,ewc,uwave,2,50,resnet18_cifar,0.01,"[0.1,0.05,0.01]",last_epoch_train_mean,0.005077627633739151,0.05,4.451059446684633e-05,755461271998773,44691744,6,0,0.31475146407218824,0.14174107142857142,0.9975683890577507,0.9975683890577507,-0.9975683890577507,2,0.9975683890577507,1.0,0.0048632218844984814,0.9878419452887538,1.0,1.0,1.0,1.0,"[0.9878419452887538,0.270509977827051,0.18148820326678766,0.1638846737481032,0.14304291287386217,0.14174107142857142]","[0.9878419452887538,1.0,1.0,1.0,1.0]",,,512,254.9047428270569,254913.90234375,36.060208527953364,218.84453429910354,43.76890685982071,46.38021396996919,40144331310.185,251820423999591,239850764581638,11969659417953,1113554952,44691744,0,0,581031240,625722984,596.7359390258789,0.03672066096831778,1130.58740234375
uwave-all,ewc,uwave,2,52,resnet18_cifar,0.1,"[0.1,0.05,0.01]",last_epoch_train_mean,0.003004067476331224,0.05,0.001847351151927187,755461271998773,44691744,6,0,0.32714320926346846,0.14174107142857142,0.9969604863221886,0.9969604863221886,-0.9969604863221886,2,0.9969604863221886,1.0,0.00607902735562309,0.9848024316109423,1.0,1.0,1.0,1.0,"[0.9848024316109423,0.270509977827051,0.18148820326678766,0.24127465857359637,0.14304291287386217,0.14174107142857142]","[0.9848024316109423,1.0,1.0,1.0,1.0]",,,512,254.31526588404085,254324.158203125,36.10401313297916,218.2112527510617,43.64225055021234,45.871229787007906,40144331310.185,251820423999591,239850764581638,11969659417953,1113554952,44691744,0,0,581031240,625722984,596.7359390258789,0.036916234421369154,1130.58740234375
uwave-all,ewc,uwave,2,52,resnet18_cifar,0.05,"[0.1,0.05,0.01]",last_epoch_train_mean,0.001847351151927187,0.05,0.001847351151927187,755461271998773,44691744,6,0,0.3152580496851568,0.14174107142857142,0.998176291793313,0.998176291793313,-0.998176291793313,2,0.998176291793313,1.0,0.003647416413373872,0.9908814589665653,1.0,1.0,1.0,1.0,"[0.9908814589665653,0.270509977827051,0.18148820326678766,0.1638846737481032,0.14304291287386217,0.14174107142857142]","[0.9908814589665653,1.0,1.0,1.0,1.0]","[-0.04863221884498481,-0.016393442622950838,-0.010000000000000009,0.0,-0.018181818181818188,-0.03149606299212604]",-0.020783923773646646,512,253.9029332587961,253911.759765625,35.86268542392645,218.04024783486966,43.60804956697393,46.01959462300874,40144331310.185,251820423999591,239850764581638,11969659417953,1113554952,44691744,0,0,581031240,625722984,596.7359390258789,0.037403056921903044,1130.58740234375
uwave-all,ewc,uwave,2,52,resnet18_cifar,0.01,"[0.1,0.05,0.01]",last_epoch_train_mean,0.0049323618969090675,0.05,0.001847351151927187,755461271998773,44691744,6,0,0.3152580496851568,0.14174107142857142,0.998176291793313,0.998176291793313,-0.998176291793313,2,0.998176291793313,1.0,0.003647416413373872,0.9908814589665653,1.0,1.0,1.0,1.0,"[0.9908814589665653,0.270509977827051,0.18148820326678766,0.1638846737481032,0.14304291287386217,0.14174107142857142]","[0.9908814589665653,1.0,1.0,1.0,1.0]",,,512,254.58406788797583,254593.158203125,36.104825107962824,218.479242780013,43.6958485560026,46.00046121701598,40144331310.185,251820423999591,239850764581638,11969659417953,1113554952,44691744,0,0,581031240,625722984,596.7359390258789,0.03671190396354567,1130.58740234375
uwave-all,ewc,uwave,2,54,resnet18_cifar,0.1,"[0.1,0.05,0.01]",last_epoch_train_mean,0.0016158390892389947,0.1,0.0016158390892389947,755461271998773,44691744,6,0,0.3132317072332824,0.14174107142857142,0.9957446808510639,0.9957446808510639,-0.9957446808510639,2,0.9957446808510639,1.0,0.008510638297872354,0.9787234042553191,1.0,1.0,1.0,1.0,"[0.9787234042553191,0.270509977827051,0.18148820326678766,0.1638846737481032,0.14304291287386217,0.14174107142857142]","[0.9787234042553191,1.0,1.0,1.0,1.0]","[-0.006079027355623046,-0.016393442622950838,-0.020000000000000018,0.0,-0.045454545454545414,-0.023622047244094446]",-0.018591510446202292,512,254.68848383927252,254697.65234375,36.095750695094466,218.59273314417806,43.71854662883561,45.98170228302479,40144331310.185,251820423999591,239850764581638,11969659417953,1113554952,44691744,0,0,581031240,625722984,596.7359390258789,0.03582632364538897,1130.58740234375
uwave-all,ewc,uwave,2,54,resnet18_cifar,0.05,"[0.1,0.05,0.01]",last_epoch_train_mean,0.002699614287403522,0.1,0.0016158390892389947,755461271998773,44691744,6,0,0.3152580496851568,0.14174107142857142,0.998176291793313,0.998176291793313,-0.998176291793313,2,0.998176291793313,1.0,0.003647416413373872,0.9908814589665653,1.0,1.0,1.0,1.0,"[0.9908814589665653,0.270509977827051,0.18148820326678766,0.1638846737481032,0.14304291287386217,0.14174107142857142]","[0.9908814589665653,1.0,1.0,1.0,1.0]",,,512,254.92498256685212,254934.07421875,36.221303579979576,218.70367898687255,43.74073579737451,45.99124917399604,40144331310.185,251820423999591,239850764581638,11969659417953,1113554952,44691744,0,0,581031240,625722984,596.7359390258789,0.03756029010608992,1130.58740234375
uwave-all,ewc,uwave,2,54,resnet18_cifar,0.01,"[0.1,0.05,0.01]",last_epoch_train_mean,0.004669841912340622,0.1,0.0016158390892389947,755461271998773,44691744,6,0,0.31171195039437666,0.14174107142857142,0.993920972644377,0.993920972644377,-0.993920972644377,2,0.993920972644377,1.0,0.01215805471124618,0.9696048632218845,1.0,1.0,1.0,1.0,"[0.9696048632218845,0.270509977827051,0.18148820326678766,0.1638846737481032,0.14304291287386217,0.14174107142857142]","[0.9696048632218845,1.0,1.0,1.0,1.0]",,,512,253.48129848903045,253490.275390625,35.67506239109207,217.80623609793838,43.56124721958768,46.077165377908386,40144331310.185,251820423999591,239850764581638,11969659417953,1113554952,44691744,0,0,581031240,625722984,596.7359390258789,0.036980476579628885,1130.58740234375
uwave-all,ewc,uwave,2,56,resnet18_cifar,0.1,"[0.1,0.05,0.01]",last_epoch_train_mean,0.007070469281767381,0.05,0.00035258237913457404,755461271998773,44691744,6,0,0.3235994161287413,0.14174107142857142,0.9945288753799393,0.9945288753799393,-0.9945288753799393,2,0.9945288753799393,1.0,0.010942249240121571,0.9726443768996961,1.0,1.0,1.0,1.0,"[0.9726443768996961,0.270509977827051,0.18148820326678766,0.2321699544764795,0.14304291287386217,0.14174107142857142]","[0.9726443768996961,1.0,1.0,1.0,1.0]",,,512,254.24481417390052,254253.828125,36.298833132954314,217.9459810409462,43.58919620818924,46.043754586949944,40144331310.185,251820423999591,239850764581638,11969659417953,1113554952,44691744,0,0,581031240,625722984,596.7359390258789,0.03547048241411436,1130.58740234375
uwave-all,ewc,uwave,2,56,resnet18_cifar,0.05,"[0.1,0.05,0.01]",last_epoch_train_mean,0.00035258237913457404,0.05,0.00035258237913457404,755461271998773,44691744,6,0,0.31373829284625104,0.14174107142857142,0.996352583586626,0.996352583586626,-0.996352583586626,2,0.996352583586626,1.0,0.007294832826747699,0.9817629179331308,1.0,1.0,1.0,1.0,"[0.9817629179331308,0.270509977827051,0.18148820326678766,0.1638846737481032,0.14304291287386217,0.14174107142857142]","[0.9817629179331308,1.0,1.0,1.0,1.0]","[0.009118541033434568,-0.049180327868852514,0.0,0.0,-0.009090909090909038,-0.07086614173228345]",-0.020003139609768406,512,254.49925981101114,254508.25390625,35.90761596895754,218.5916438420536,43.71832876841072,46.08767458307557,40144331310.185,251820423999591,239850764581638,11969659417953,1113554952,44691744,0,0,581031240,625722984,596.7359390258789,0.0360407947092816,1130.58740234375
uwave-all,ewc,uwave,2,56,resnet18_cifar,0.01,"[0.1,0.05,0.01]",last_epoch_train_mean,0.007423767918940229,0.05,0.00035258237913457404,755461271998773,44691744,6,0,0.3152580496851568,0.14174107142857142,0.998176291793313,0.998176291793313,-0.998176291793313,2,0.998176291793313,1.0,0.003647416413373872,0.9908814589665653,1.0,1.0,1.0,1.0,"[0.9908814589665653,0.270509977827051,0.18148820326678766,0.1638846737481032,0.14304291287386217,0.14174107142857142]","[0.9908814589665653,1.0,1.0,1.0,1.0]",,,512,254.3545270949835,254363.646484375,36.28592292999383,218.06860416498967,43.613720832997934,45.97164037101902,40144331310.185,251820423999591,239850764581638,11969659417953,1113554952,44691744,0,0,581031240,625722984,596.7359390258789,0.03673954363746036,1130.58740234375
