exp_name,method,dataset,order,seed,backbone,best_lr,tasks,final_epoch_train_loss,training_runtime_s,training_gpu_ms,terminal_flops_per_sample,overall_learning_flops,core_training_flops,learning_auxiliary_flops,single_sample_forward_flops,model_parameter_bytes,model_buffer_bytes,optimizer_state_bytes,persistent_storage_bytes,persistent_storage_mib,inference_latency_ms_per_sample,peak_allocated_gpu_memory_mib,task_1_acc,task_2_acc,task_3_acc,task_4_acc,task_5_acc,task_6_acc,task_7_acc,task_8_acc,task_9_acc,task_10_acc,task_11_acc,task_12_acc,task_13_acc,task_14_acc,task_15_acc,task_16_acc,task_17_acc,task_18_acc
spike-all,er_ace,spike,2,69,resnet18_cifar,0.05,18,0.17489020175984202,1043.6558659289876,1048987.25,1504668875170.2715,55701169026737646,55701169026737646,0,27838714900,44716368,38560,44716368,89471296,85.32647705078125,0.29484961975172697,7506.080078125,0.9310344827586207,1.0,1.0,1.0,1.0,0.8461538461538461,1.0,1.0,0.7948717948717948,0.8717948717948718,0.9743589743589743,0.8205128205128205,0.9743589743589743,0.9487179487179487,0.8974358974358975,0.8974358974358975,0.9743589743589743,0.7692307692307693
spike-all,er_ace,spike,2,71,resnet18_cifar,0.05,18,0.1410042852459579,1046.4159308399903,1052254.375,1504668875170.2715,55701169026737646,55701169026737646,0,27838714900,44716368,38560,44716368,89471296,85.32647705078125,0.2937151152409092,7506.080078125,0.9310344827586207,1.0,1.0,0.9487179487179487,0.8974358974358975,0.8717948717948718,0.925,0.9743589743589743,0.7692307692307693,0.8974358974358975,0.9487179487179487,0.6923076923076923,1.0,0.9487179487179487,0.9743589743589743,0.8717948717948718,0.9743589743589743,0.8205128205128205
spike-all,er_ace,spike,3,63,resnet18_cifar,0.05,18,0.16862505795645322,1049.422043759012,1054776.375,1504668875613.0464,55707856358692286,55707856358692286,0,27838714900,44716368,38560,44716368,89471296,85.32647705078125,0.2937298143335747,7505.849609375,0.9914529914529915,0.41025641025641024,0.9487179487179487,0.9743589743589743,0.8461538461538461,0.9743589743589743,0.717948717948718,0.9743589743589743,0.717948717948718,0.7631578947368421,0.8,0.975,0.8717948717948718,0.7948717948717948,0.8974358974358975,1.0,0.9743589743589743,0.9743589743589743
spike-all,er_ace,spike,3,65,resnet18_cifar,0.05,18,0.15210906096073587,1050.8511021459854,1056205.875,1504668875613.0464,55707856358692286,55707856358692286,0,27838714900,44716368,38560,44716368,89471296,85.32647705078125,0.2932994007847687,7505.849609375,0.9914529914529915,0.3333333333333333,0.20512820512820512,0.8717948717948718,0.9487179487179487,1.0,0.6923076923076923,0.8461538461538461,0.6410256410256411,0.9473684210526315,1.0,0.475,0.8461538461538461,0.7435897435897436,0.7948717948717948,1.0,0.9743589743589743,0.9487179487179487
spike-all,er_ace,spike,3,67,resnet18_cifar,0.05,18,0.16629385154285797,1049.3419571080012,1054716.625,1504668875613.0464,55707856358692286,55707856358692286,0,27838714900,44716368,38560,44716368,89471296,85.32647705078125,0.29351470169012656,7505.849609375,0.9487179487179487,0.28205128205128205,0.46153846153846156,0.9743589743589743,0.9487179487179487,1.0,0.8205128205128205,0.9743589743589743,0.717948717948718,0.8947368421052632,1.0,0.75,0.8717948717948718,0.8974358974358975,0.8205128205128205,0.8717948717948718,1.0,0.7948717948717948
spike-all,er_ace,spike,3,69,resnet18_cifar,0.05,18,0.15324400317672618,1043.3070332849966,1048699.75,1504668875613.0464,55707856358692286,55707856358692286,0,27838714900,44716368,38560,44716368,89471296,85.32647705078125,0.29717310627160126,7505.849609375,0.9914529914529915,0.6153846153846154,0.6666666666666666,0.9487179487179487,0.9743589743589743,1.0,0.9743589743589743,0.6923076923076923,0.717948717948718,0.9210526315789473,1.0,0.8,0.8461538461538461,0.8461538461538461,0.9230769230769231,0.9743589743589743,1.0,0.8717948717948718
spike-all,er_ace,spike,3,71,resnet18_cifar,0.05,18,0.1372338997471514,1045.4472053289937,1050831.375,1504668875613.0464,55707856358692286,55707856358692286,0,27838714900,44716368,38560,44716368,89471296,85.32647705078125,0.29374828040656464,7505.849609375,0.9914529914529915,0.6666666666666666,0.8717948717948718,0.9743589743589743,0.9743589743589743,1.0,0.6410256410256411,0.8974358974358975,0.6153846153846154,0.6578947368421053,1.0,0.925,0.6153846153846154,0.9743589743589743,0.5641025641025641,0.8974358974358975,0.9743589743589743,0.9743589743589743
spike-all,fecam,spike,1,63,resnet18_cifar,0.1,18,0.22393232340970443,1353.2933504079974,1360400.125,1504668889172.6165,55674419703973566,55674419703973566,0,27838714900,44716368,38560,44716368,89471296,85.32647705078125,0.38321014597178954,7506.158203125,0.9230769230769231,1.0,0.875,1.0,1.0,0.975,0.9743589743589743,0.9743589743589743,0.8717948717948718,0.8974358974358975,0.8974358974358975,0.8717948717948718,0.9743589743589743,0.8717948717948718,0.7435897435897436,0.9210526315789473,0.9743589743589743,0.9743589743589743
spike-all,fecam,spike,1,65,resnet18_cifar,0.05,18,0.1811823775195009,1375.802982111005,1382751.625,1504668889172.6165,55674419703973566,55674419703973566,0,27838714900,44716368,38560,44716368,89471296,85.32647705078125,0.394434067861877,7506.158203125,0.8461538461538461,0.5128205128205128,1.0,1.0,0.717948717948718,0.95,0.9487179487179487,0.9743589743589743,0.9487179487179487,0.9743589743589743,0.6923076923076923,0.8717948717948718,0.9487179487179487,0.9743589743589743,0.7948717948717948,0.9736842105263158,0.9743589743589743,0.9743589743589743
spike-all,fecam,spike,1,67,resnet18_cifar,0.1,18,0.24580258607364433,1363.2108712490008,1370619.875,1504668889172.6165,55674419703973566,55674419703973566,0,27838714900,44716368,38560,44716368,89471296,85.32647705078125,0.41727097055294327,7506.158203125,0.7350427350427351,0.8717948717948718,0.9,1.0,0.9743589743589743,0.975,1.0,1.0,0.6923076923076923,0.9743589743589743,0.8974358974358975,1.0,0.9230769230769231,0.7435897435897436,0.7692307692307693,0.9210526315789473,0.9487179487179487,0.5128205128205128
