exp_name,method,dataset,order,seed,backbone,lr_candidates,loss_selection,best_lr,best_loss,total_search_flops,storage_bytes,tasks,selection_loss_eval_flops,average_incremental_accuracy,final_average_accuracy,average_forgetting,mean_final_accuracy_loss,backward_transfer,worst_forgotten_task,forgetting_mean,forgetting_median,forgetting_std,forgetting_min,forgetting_q25,forgetting_q75,forgetting_max,forgetting_positive_fraction,task_end_seen_accuracy_curve,forgetting_per_task,intransigence,intransigence_mean,final_hidden_neurons,training_runtime_s,training_gpu_ms,initial_task_s,incremental_tasks_total_s,mean_incremental_task_s,median_incremental_task_s,terminal_flops_per_sample,overall_learning_flops,core_training_flops,learning_auxiliary_flops,single_sample_forward_flops,model_parameter_bytes,replay_sample_bytes,replay_label_bytes,auxiliary_bytes,persistent_storage_bytes,persistent_storage_mib,inference_latency_ms_per_sample,peak_allocated_gpu_memory_mib
uwave-5method,icarl,uwave,2,62,resnet18_cifar,"[0.1,0.05,0.01]",last_epoch_train_mean,0.05,0.08799612382102022,3411048167676231,44691744,6,0,0.9740414351291887,0.9497767857142857,0.01700392922996863,0.005071727573357565,-0.005071727573357565,4,0.01700392922996863,0.015748031496062964,0.015432664585135812,0.0,0.006369426751592355,0.017857142857142794,0.04504504504504503,0.8,"[1.0,0.9906103286384976,0.9746835443037974,0.9743975903614458,0.9547803617571059,0.9497767857142857]","[0.006369426751592355,0.017857142857142794,0.015748031496062964,0.04504504504504503,0.0]","[-0.0031847133757961776,0.0357142857142857,0.047244094488189003,-0.009009009009009028,0.16363636363636358,0.0]",0.03906683690900551,512,410.35020859801443,410362.1875,37.308476105041336,373.0417324929731,74.60834649859461,79.38513438700465,39762452048.21701,1137016055892077,853790579291434,283225476600643,1113560584,44691744,24576000,16000,89501520,158785264,151.42942810058594,0.039978913913988175,937.46826171875
uwave-5method,icarl,uwave,2,63,resnet18_cifar,"[0.1,0.05,0.01]",last_epoch_train_mean,0.05,0.10303218033551485,3411048167676231,44691744,6,0,0.9277348065504908,0.9118303571428571,0.04417158492287636,0.0014409887473983084,-0.0014409887473983084,5,0.04417158492287636,0.03603603603603611,0.038920596323973634,0.0,0.01273885350318471,0.06299212598425197,0.10909090909090902,0.8,"[1.0,0.9577464788732394,0.8444846292947559,0.9246987951807228,0.9276485788113695,0.9118303571428571]","[0.01273885350318471,0.0,0.06299212598425197,0.03603603603603611,0.10909090909090902]","[0.0,0.1607142857142857,0.35433070866141736,0.009009009009009028,0.036363636363636376,0.0]",0.09340293995805808,512,409.68004344200017,409691.70703125,36.840549060027115,372.83949438197305,74.56789887639461,79.28251006297069,39762452048.21701,1137016055892077,853790579291434,283225476600643,1113560584,44691744,24576000,16000,89501520,158785264,151.42942810058594,0.040230947498847466,937.46826171875
uwave-5method,icarl,uwave,2,64,resnet18_cifar,"[0.1,0.05,0.01]",last_epoch_train_mean,0.01,0.09763152481568461,3411048167676231,44691744,6,0,0.9588038060795839,0.9196428571428571,0.019945226059875743,0.010285496026129982,-0.010285496026129982,4,0.019945226059875743,0.00909090909090915,0.030851281069194044,0.0,0.0,0.009554140127388533,0.08108108108108103,0.6,"[0.9968152866242038,0.9835680751173709,0.969258589511754,0.9623493975903614,0.9211886304909561,0.9196428571428571]","[0.009554140127388533,0.0,0.0,0.08108108108108103,0.00909090909090915]","[0.0,0.044642857142857095,0.023622047244094446,0.04504504504504503,0.2727272727272727,0.040983606557376984]",0.07117013811944105,512,412.0250308450195,412036.86328125,37.217289667984005,374.8077411770355,74.9615482354071,79.70965375500964,39762452048.21701,1137016055892077,853790579291434,283225476600643,1113560584,44691744,24576000,16000,89501520,158785264,151.42942810058594,0.03813008126079304,937.46826171875
uwave-5method,icarl,uwave,2,65,resnet18_cifar,"[0.1,0.05,0.01]",last_epoch_train_mean,0.05,0.0917992462535153,3411048167676231,44691744,6,0,0.9658822752549211,0.9430803571428571,0.019338149250381555,0.005164920903924864,-0.005164920903924864,4,0.019338149250381555,0.009090909090909038,0.018984341591697748,0.0,0.0031847133757961776,0.03937007874015741,0.04504504504504514,0.8,"[1.0,0.9882629107981221,0.945750452079566,0.9698795180722891,0.9483204134366925,0.9430803571428571]","[0.0031847133757961776,0.0,0.03937007874015741,0.04504504504504514,0.009090909090909038]","[0.0,0.0357142857142857,0.1417322834645669,0.009009009009008917,0.10000000000000009,0.008196721311475419]",0.049108716583222835,512,411.3368172798655,411352.609375,37.62367942096898,373.7131378588965,74.74262757177931,79.66257326799678,39762452048.21701,1137016055892077,853790579291434,283225476600643,1113560584,44691744,24576000,16000,89501520,158785264,151.42942810058594,0.038337001244924195,937.46826171875
uwave-5method,icarl,uwave,2,66,resnet18_cifar,"[0.1,0.05,0.01]",last_epoch_train_mean,0.05,0.10113589041268282,3411048167676231,44691744,6,0,0.9489326219298783,0.9095982142857143,0.08493568448292858,0.04744974522533578,-0.04744974522533578,2,0.08493568448292858,0.07272727272727275,0.055396769873037766,0.0,0.07207207207207211,0.11023622047244097,0.1696428571428571,0.8,"[1.0,0.9647887323943662,0.9240506329113924,0.9713855421686747,0.9237726098191215,0.9095982142857143]","[0.0,0.1696428571428571,0.11023622047244097,0.07207207207207211,0.07272727272727275]","[-0.009554140127388533,0.1071428571428572,0.1889763779527559,0.009009009009008917,0.07272727272727275,0.016393442622950838]",0.06411580322124284,512,415.4302079939516,415442.10546875,36.92950094299158,378.50070705096005,75.700141410192,80.18864700198174,39762452048.21701,1137016055892077,853790579291434,283225476600643,1113560584,44691744,24576000,16000,89501520,158785264,151.42942810058594,0.053597089260750054,937.46826171875
uwave-5method,icarl,uwave,3,62,resnet18_cifar,"[0.1,0.05,0.01]",last_epoch_train_mean,0.01,0.08587899942531342,3406781037455577,44691744,6,0,0.9619741795898546,0.9475446428571429,0.017315696649029988,0.012235206322638036,-0.012235206322638036,4,0.017315696649029988,0.020000000000000018,0.015026257957986051,0.0,0.0,0.030864197530864224,0.0357142857142857,0.6,"[0.9969135802469136,0.9563218390804598,0.9570093457943926,0.9582689335394127,0.9557867360208062,0.9475446428571429]","[0.030864197530864224,0.0,0.020000000000000018,0.0357142857142857,0.0]","[0.0030864197530864335,0.09909909909909909,0.0,0.0267857142857143,0.024590163934426146,0.03149606299212604]",0.030842910010742002,512,414.94788492895896,414959.94921875,37.75411542400252,377.19376950495644,75.43875390099129,80.40420549898408,39766847460.25395,1135593679151859,852586854268354,283006824883505,1113560584,44691744,24576000,16000,89501520,158785264,151.42942810058594,0.0401336238350528,931.7861328125
uwave-5method,icarl,uwave,3,63,resnet18_cifar,"[0.1,0.05,0.01]",last_epoch_train_mean,0.01,0.08771414255537323,3406781037455577,44691744,6,0,0.9577216460117319,0.9419642857142857,0.013319252898487876,0.007929935009169964,-0.007929935009169964,3,0.013319252898487876,0.016393442622950727,0.007113730574865394,0.0,0.012345679012345734,0.017857142857142905,0.020000000000000018,0.8,"[1.0,0.9471264367816092,0.9514018691588785,0.9474497681607419,0.9583875162548765,0.9419642857142857]","[0.012345679012345734,0.0,0.020000000000000018,0.017857142857142905,0.016393442622950727]","[0.0,0.1351351351351352,0.010000000000000009,0.017857142857142905,0.016393442622950838,0.11023622047244097]",0.048270323514611656,512,423.0778903530445,423090.12890625,38.36808286898304,384.70980748406146,76.9419614968123,81.95151266502216,39766847460.25395,1135593679151859,852586854268354,283006824883505,1113560584,44691744,24576000,16000,89501520,158785264,151.42942810058594,0.03921431016351562,931.7861328125
uwave-5method,icarl,uwave,3,64,resnet18_cifar,"[0.1,0.05,0.01]",last_epoch_train_mean,0.01,0.08794474395958916,3406781037455577,44691744,6,0,0.9514147847985406,0.9263392857142857,0.02093716589345007,0.011928156884441066,-0.011928156884441066,3,0.02093716589345007,0.021604938271604923,0.007635086910686396,0.008196721311475419,0.017857142857142905,0.027027027027027084,0.030000000000000027,1.0,"[0.9969135802469136,0.9356321839080459,0.9495327102803738,0.9520865533230294,0.9479843953185956,0.9263392857142857]","[0.021604938271604923,0.027027027027027084,0.030000000000000027,0.017857142857142905,0.008196721311475419]","[0.0030864197530864335,0.18918918918918914,0.0,0.0,0.06557377049180324,0.10236220472440949]",0.060035264026414716,512,511.70209861698095,511716.82421875,38.378321222029626,473.3237773949513,94.66475547899026,100.49063356098486,39766847460.25395,1135593679151859,852586854268354,283006824883505,1113560584,44691744,24576000,16000,89501520,158785264,151.42942810058594,0.051792872779645095,931.7861328125
uwave-5method,icarl,uwave,3,65,resnet18_cifar,"[0.1,0.05,0.01]",last_epoch_train_mean,0.05,0.08541001641010483,3406781037455577,44691744,6,0,0.9628007749377225,0.9475446428571429,0.01680311263644598,0.009774450484833008,-0.009774450484833008,4,0.01680311263644598,0.012345679012345734,0.017112204432554096,0.0,0.0,0.027027027027027084,0.044642857142857095,0.6,"[1.0,0.9563218390804598,0.9607476635514018,0.9629057187017002,0.9492847854356307,0.9475446428571429]","[0.012345679012345734,0.027027027027027084,0.0,0.044642857142857095,0.0]","[0.0,0.1351351351351352,0.0,0.0267857142857143,0.024590163934426257,0.06299212598425197]",0.04158385655658795,512,473.95542505197227,473968.9921875,43.271995470975526,430.68342958099674,86.13668591619935,91.76178450003499,39766847460.25395,1135593679151859,852586854268354,283006824883505,1113560584,44691744,24576000,16000,89501520,158785264,151.42942810058594,0.04448393415909128,931.7861328125
uwave-5method,icarl,uwave,3,66,resnet18_cifar,"[0.1,0.05,0.01]",last_epoch_train_mean,0.05,0.08734003152197592,3406781037455577,44691744,6,0,0.9660112730315963,0.9609375,0.006072739406072758,-0.008000672413240695,0.008000672413240695,2,0.006072739406072758,0.0,0.007650803148730892,0.0,0.0,0.012345679012345734,0.018018018018018056,0.4,"[1.0,0.9494252873563218,0.9644859813084112,0.9706336939721792,0.9505851755526658,0.9609375]","[0.012345679012345734,0.018018018018018056,0.0,0.0,0.0]","[-0.0030864197530864335,0.1711711711711712,0.0,0.008928571428571397,0.024590163934426257,0.055118110236220486]",0.04278693283621715,512,501.94418885797495,501958.75390625,45.926796063024085,456.01739279495087,91.20347855899017,96.13299879000988,39766847460.25395,1135593679151859,852586854268354,283006824883505,1113560584,44691744,24576000,16000,89501520,158785264,151.42942810058594,0.05042450896196117,931.7861328125
uwave-5method,er_ace,uwave,1,62,resnet18_cifar,"[0.1,0.05,0.01]",last_epoch_train_mean,0.05,0.0009446983699510407,2243604876928554,44691744,6,0,0.9679741192065786,0.9352678571428571,0.044426242540796766,0.013795861111202701,-0.013795861111202701,4,0.044426242540796766,0.04985337243401755,0.03148602967381705,0.0,0.020000000000000018,0.06299212598425197,0.0892857142857143,0.8,"[0.9941348973607038,0.9743589743589743,0.9735915492957746,0.9735294117647059,0.9569620253164557,0.9352678571428571]","[0.04985337243401755,0.06299212598425197,0.020000000000000018,0.0892857142857143,0.0]","[0.0,0.03937007874015752,0.040000000000000036,0.0535714285714286,0.09090909090909094,0.06603773584905659]",0.04831472234495562,512,153.6555095120566,153661.306640625,36.68026391998865,116.97524559206795,23.39504911841359,24.102030337031465,20064640742.8329,747868292309518,578234687790318,169633604519200,1113554952,44691744,24576000,16000,44738376,114022120,108.7399673461914,0.03880685829114684,1384.49853515625
uwave-5method,er_ace,uwave,1,63,resnet18_cifar,"[0.1,0.05,0.01]",last_epoch_train_mean,0.05,0.0008616001421630809,2243604876928554,44691744,6,0,0.9789435827659417,0.9642857142857143,0.02022305862793543,-0.01882392981669081,0.01882392981669081,2,0.02022305862793543,0.0,0.025986624669748062,0.0,0.0,0.038123167155425186,0.06299212598425197,0.4,"[0.9941348973607038,0.967948717948718,0.9894366197183099,0.9882352941176471,0.9696202531645569,0.9642857142857143]","[0.038123167155425186,0.06299212598425197,0.0,0.0,0.0]","[-0.0029325513196480912,0.09448818897637801,0.010000000000000009,0.008928571428571397,0.07272727272727275,0.037735849056603765]",0.03682455514486297,512,151.79578856209991,151801.435546875,36.21145396202337,115.58433460007655,23.11686692001531,24.1123115310329,20064640742.8329,747868292309518,578234687790318,169633604519200,1113554952,44691744,24576000,16000,44738376,114022120,108.7399673461914,0.03926029018787501,1384.49853515625
uwave-5method,er_ace,uwave,1,64,resnet18_cifar,"[0.1,0.05,0.01]",last_epoch_train_mean,0.05,0.001843347329551986,2243604876928554,44691744,6,0,0.9710769587269846,0.9631696428571429,0.017683376821299102,-0.03287296840827447,0.03287296840827447,1,0.017683376821299102,0.010000000000000009,0.01860137822329485,0.0,0.0,0.03149606299212604,0.04692082111436946,0.6,"[0.9941348973607038,0.9636752136752137,0.977112676056338,0.9764705882352941,0.9518987341772152,0.9631696428571429]","[0.04692082111436946,0.03149606299212604,0.010000000000000009,0.0,0.0]","[-0.0029325513196480912,0.07874015748031493,0.010000000000000009,0.044642857142857095,0.15454545454545465,0.047169811320754707]",0.055360954861622215,512,152.58142488403246,152587.0703125,35.884981304989196,116.69644357904326,23.339288715808653,24.26895203802269,20064640742.8329,747868292309518,578234687790318,169633604519200,1113554952,44691744,24576000,16000,44738376,114022120,108.7399673461914,0.038123178520826126,1384.49853515625
uwave-5method,er_ace,uwave,1,65,resnet18_cifar,"[0.1,0.05,0.01]",last_epoch_train_mean,0.05,0.0008296089365848623,2243604876928554,44691744,6,0,0.9710878508342504,0.9542410714285714,0.029085367261643614,-0.016723759603363385,0.016723759603363385,2,0.029085367261643614,0.0,0.04280329614229822,0.0,0.0,0.035190615835777095,0.11023622047244097,0.4,"[0.9824046920821115,0.9722222222222222,0.9806338028169014,0.975,0.9620253164556962,0.9542410714285714]","[0.035190615835777095,0.11023622047244097,0.0,0.0,0.0]","[0.011730205278592365,0.055118110236220486,0.020000000000000018,0.017857142857142905,0.13636363636363635,0.07547169811320753]",0.052756798808133276,512,151.12693596899044,151132.56640625,35.81821193097858,115.30872403801186,23.061744807602373,24.032188266981393,20064640742.8329,747868292309518,578234687790318,169633604519200,1113554952,44691744,24576000,16000,44738376,114022120,108.7399673461914,0.039461430787923746,1384.49853515625
uwave-5method,er_ace,uwave,1,66,resnet18_cifar,"[0.1,0.05,0.01]",last_epoch_train_mean,0.05,0.0009029483702649169,2243604876928554,44691744,6,0,0.975772696160983,0.9665178571428571,0.018061745214399516,-0.032643950664524725,0.032643950664524725,2,0.018061745214399516,0.0,0.02300109700846453,0.0,0.0,0.035190615835777095,0.055118110236220486,0.4,"[0.9941348973607038,0.9743589743589743,0.9823943661971831,0.9764705882352941,0.9607594936708861,0.9665178571428571]","[0.035190615835777095,0.055118110236220486,0.0,0.0,0.0]","[0.0,0.055118110236220486,0.010000000000000009,0.0535714285714286,0.11818181818181828,0.047169811320754707]",0.047340194718370344,512,152.91104315192206,152916.845703125,36.36497153597884,116.54607161594322,23.309214323188645,24.23257901397301,20064640742.8329,747868292309518,578234687790318,169633604519200,1113554952,44691744,24576000,16000,44738376,114022120,108.7399673461914,0.039425495547870275,1384.49853515625
uwave-5method,er_ace,uwave,2,62,resnet18_cifar,"[0.1,0.05,0.01]",last_epoch_train_mean,0.05,0.0019414730501111845,2203479967735134,44691744,6,0,0.9765431814796125,0.9542410714285714,0.01723092788216416,-0.005248721086150243,0.005248721086150243,4,0.01723092788216416,0.007874015748031482,0.019280890298123913,0.0,0.006369426751592355,0.017857142857142905,0.05405405405405406,0.8,"[0.9904458598726115,0.9953051643192489,0.9819168173598554,0.9864457831325302,0.9509043927648578,0.9542410714285714]","[0.006369426751592355,0.017857142857142905,0.007874015748031482,0.05405405405405406,0.0]","[0.006369426751592355,0.008928571428571397,0.047244094488189003,0.018018018018018056,0.10909090909090913,0.05737704918032782]",0.04117134482626796,512,150.04282455996145,150048.34375,37.710011019022204,112.33281354093924,22.466562708187848,21.395905015990138,20064663284.321568,734493322578378,569323764167578,165169558410800,1113554952,44691744,24576000,16000,44738376,114022120,108.7399673461914,0.038009473233354844,1381.53515625
uwave-5method,er_ace,uwave,2,63,resnet18_cifar,"[0.1,0.05,0.01]",last_epoch_train_mean,0.05,0.0007598431762552968,2203479967735134,44691744,6,0,0.9803471079632416,0.9676339285714286,0.0059982947991373825,-0.03875933070651962,0.03875933070651962,3,0.0059982947991373825,0.0,0.009150661294784578,0.0,0.0,0.006369426751592355,0.023622047244094557,0.4,"[1.0,0.9953051643192489,0.9746835443037974,0.9819277108433735,0.962532299741602,0.9676339285714286]","[0.006369426751592355,0.0,0.023622047244094557,0.0,0.0]","[0.0,0.017857142857142905,0.07874015748031493,0.06306306306306309,0.09999999999999998,0.08196721311475408]",0.056937929419212496,512,149.59134559798986,149597.166015625,37.61040474905167,111.98094084893819,22.39618816978764,21.477001084946096,20064663284.321568,734493322578378,569323764167578,165169558410800,1113554952,44691744,24576000,16000,44738376,114022120,108.7399673461914,0.038182740029567085,1381.53515625
uwave-5method,er_ace,uwave,2,64,resnet18_cifar,"[0.1,0.05,0.01]",last_epoch_train_mean,0.05,0.0029674705045481023,2203479967735134,44691744,6,0,0.9749976907100689,0.9609375,0.002211745824765532,-0.03947672938733173,0.03947672938733173,3,0.002211745824765532,0.0,0.0030881523705731896,0.0,0.0,0.0031847133757961776,0.007874015748031482,0.4,"[0.9936305732484076,0.9812206572769953,0.9746835443037974,0.9743975903614458,0.9651162790697675,0.9609375]","[0.0031847133757961776,0.0,0.007874015748031482,0.0,0.0]","[0.0031847133757961776,0.044642857142857095,0.03149606299212593,0.09009009009009006,0.07272727272727275,0.10655737704918034]",0.05811639556288706,512,149.42436397605343,149429.984375,37.415720141958445,112.00864383409498,22.401728766818998,21.345377504010685,20064663284.321568,734493322578378,569323764167578,165169558410800,1113554952,44691744,24576000,16000,44738376,114022120,108.7399673461914,0.038379467566431104,1381.53515625
uwave-5method,er_ace,uwave,2,65,resnet18_cifar,"[0.1,0.05,0.01]",last_epoch_train_mean,0.05,0.0011678101551917208,2203479967735134,44691744,6,0,0.979994784633385,0.96875,0.00717503217503217,-0.02554111082735888,0.02554111082735888,4,0.00717503217503217,0.0,0.008787731115075094,0.0,0.0,0.017857142857142905,0.018018018018017945,0.4,"[0.9968152866242038,0.9953051643192489,0.9783001808318263,0.983433734939759,0.9573643410852714,0.96875]","[0.0,0.017857142857142905,0.0,0.018018018018017945,0.0]","[0.0031847133757961776,0.008928571428571397,0.055118110236220375,0.04504504504504503,0.10000000000000009,0.0491803278688524]",0.04357612799241425,512,150.32641736790538,150332.033203125,37.55877436802257,112.76764299988281,22.553528599976563,21.60611296200659,20064663284.321568,734493322578378,569323764167578,165169558410800,1113554952,44691744,24576000,16000,44738376,114022120,108.7399673461914,0.038679530202248964,1381.53515625
uwave-5method,er_ace,uwave,2,66,resnet18_cifar,"[0.1,0.05,0.01]",last_epoch_train_mean,0.05,0.0011753582611927246,2203479967735134,44691744,6,0,0.9647832301682321,0.9464285714285714,0.007726177453846827,-0.064318837189593,0.064318837189593,4,0.007726177453846827,0.007874015748031482,0.007077547536142915,0.0,0.0,0.01273885350318471,0.018018018018017945,0.6,"[0.9968152866242038,0.9694835680751174,0.9674502712477396,0.9563253012048193,0.9521963824289406,0.9464285714285714]","[0.01273885350318471,0.0,0.007874015748031482,0.018018018018017945,0.0]","[-0.006369426751592355,0.0982142857142857,0.09448818897637801,0.14414414414414412,0.15454545454545454,0.1393442622950819]",0.10406115148729199,512,145.50677420501597,145512.27734375,36.70485548203578,108.80191872298019,21.760383744596037,20.93373444903409,20064663284.321568,734493322578378,569323764167578,165169558410800,1113554952,44691744,24576000,16000,44738376,114022120,108.7399673461914,0.03807885929875608,1381.53515625
uwave-5method,er_ace,uwave,3,62,resnet18_cifar,"[0.1,0.05,0.01]",last_epoch_train_mean,0.05,0.003052203663287138,2203479814875894,44691744,6,0,0.9696869764316993,0.9453125,0.028579341246007917,-0.019121346561237273,0.019121346561237273,4,0.028579341246007917,0.020000000000000018,0.024310049985733155,0.0,0.015432098765432056,0.03603603603603611,0.0714285714285714,0.8,"[1.0,0.9701149425287356,0.9588785046728971,0.973724884080371,0.9700910273081924,0.9453125]","[0.015432098765432056,0.03603603603603611,0.020000000000000018,0.0714285714285714,0.0]","[0.0,0.06306306306306309,0.050000000000000044,0.044642857142857095,0.08196721311475408,0.1496062992125985]",0.06487990542221213,512,142.93813403497916,142943.759765625,35.97128730500117,106.96684672997799,21.3933693459956,20.343889339012094,20064669761.14857,734493271625298,569323729614498,165169542010800,1113554952,44691744,24576000,16000,44738376,114022120,108.7399673461914,0.03891628349655158,1384.26416015625
uwave-5method,er_ace,uwave,3,63,resnet18_cifar,"[0.1,0.05,0.01]",last_epoch_train_mean,0.05,0.0008727248306934642,2203479814875894,44691744,6,0,0.9710241242762415,0.9497767857142857,0.029691334191334184,-0.005805659289265863,0.005805659289265863,4,0.029691334191334184,0.036036036036036,0.015844929125951864,0.0,0.02777777777777779,0.040000000000000036,0.044642857142857095,0.8,"[0.9969135802469136,0.967816091954023,0.9644859813084112,0.9783616692426584,0.9687906371911573,0.9497767857142857]","[0.02777777777777779,0.036036036036036,0.040000000000000036,0.044642857142857095,0.0]","[0.0,0.05405405405405406,0.040000000000000036,0.017857142857142905,0.0,0.055118110236220486]",0.027838217857902914,512,142.62208151904633,142627.486328125,35.36441327800276,107.25766824104358,21.451533648208716,20.37340982799651,20064669761.14857,734493271625298,569323729614498,165169542010800,1113554952,44691744,24576000,16000,44738376,114022120,108.7399673461914,0.036865713160036,1384.26416015625
uwave-5method,er_ace,uwave,3,64,resnet18_cifar,"[0.1,0.05,0.01]",last_epoch_train_mean,0.01,0.00326344217915802,2203479814875894,44691744,6,0,0.9713830640579166,0.9497767857142857,0.02505638972305637,-0.006927976376063816,0.006927976376063816,2,0.02505638972305637,0.010000000000000009,0.028363228567541292,0.0,0.0,0.043209876543209846,0.072072072072072,0.6,"[0.9969135802469136,0.9724137931034482,0.9682242990654205,0.9721792890262752,0.9687906371911573,0.9497767857142857]","[0.043209876543209846,0.072072072072072,0.010000000000000009,0.0,0.0]","[0.0030864197530864335,0.04504504504504503,0.040000000000000036,0.017857142857142905,0.032786885245901565,0.09448818897637801]",0.038877280312925665,512,178.67889065109193,178686.193359375,45.25126117403852,133.42762947705342,26.685525895410684,25.442347100004554,20064669761.14857,734493271625298,569323729614498,165169542010800,1113554952,44691744,24576000,16000,44738376,114022120,108.7399673461914,0.04219888731833115,1384.26416015625
uwave-5method,er_ace,uwave,3,65,resnet18_cifar,"[0.1,0.05,0.01]",last_epoch_train_mean,0.1,0.002197843795377701,2203479814875894,44691744,6,0,0.9485864673027663,0.9341517857142857,0.02196996996996998,-0.034427491894704974,0.034427491894704974,2,0.02196996996996998,0.010000000000000009,0.027028098744183427,0.0,0.0,0.02777777777777779,0.07207207207207211,0.6,"[1.0,0.967816091954023,0.9233644859813084,0.9598145285935085,0.9063719115734721,0.9341517857142857]","[0.02777777777777779,0.07207207207207211,0.010000000000000009,0.0,0.0]","[-0.0030864197530864335,-0.018018018018018056,0.07999999999999996,0.0625,0.12295081967213106,0.18110236220472442]",0.07090812401762515,512,171.84333264589077,171849.951171875,42.673183663981035,129.17014898190973,25.834029796381948,24.88221061701188,20064669761.14857,734493271625298,569323729614498,165169542010800,1113554952,44691744,24576000,16000,44738376,114022120,108.7399673461914,0.0441610502873248,1384.26416015625
uwave-5method,er_ace,uwave,3,66,resnet18_cifar,"[0.1,0.05,0.01]",last_epoch_train_mean,0.05,0.0013464917616991812,2203479814875894,44691744,6,0,0.9638174889539209,0.9263392857142857,0.054934648934648944,0.016855740986888534,-0.016855740986888534,2,0.054934648934648944,0.0357142857142857,0.04912214662805884,0.0,0.030000000000000027,0.06481481481481477,0.14414414414414423,0.8,"[0.9969135802469136,0.9632183908045977,0.9570093457943926,0.9706336939721792,0.9687906371911573,0.9263392857142857]","[0.06481481481481477,0.14414414414414423,0.030000000000000027,0.0357142857142857,0.0]","[0.0,0.0990990990990992,0.06000000000000005,0.0357142857142857,0.040983606557376984,0.07086614173228345]",0.0511105221838409,512,171.2291232739226,171235.62109375,43.3595213489607,127.8696019249619,25.57392038499238,24.684189097955823,20064669761.14857,734493271625298,569323729614498,165169542010800,1113554952,44691744,24576000,16000,44738376,114022120,108.7399673461914,0.03996581576107668,1384.26416015625
uwave-5method,fecam,uwave,1,62,resnet18_cifar,"[0.1,0.05,0.01]",last_epoch_train_mean,0.1,1.991736424651965,280486347271782,44691744,6,545127789848,0.9242656492421505,0.859375,0.03817585741664988,0.03817585741664988,-0.03817585741664988,2,0.03817585741664988,0.017857142857142794,0.04017530374275946,0.0,0.010000000000000009,0.05278592375366564,0.11023622047244097,0.8,"[0.9941348973607038,0.9572649572649573,0.9313380281690141,0.925,0.8784810126582279,0.859375]","[0.05278592375366564,0.11023622047244097,0.010000000000000009,0.017857142857142794,0.0]","[-0.008797653958944274,0.07874015748031493,0.10999999999999999,0.0803571428571429,0.32727272727272727,0.08490566037735847]",0.11207967233809989,512,41.560708227043506,41563.403579711914,37.61344751599245,3.947260711051058,0.7894521422102116,0.894056425022427,10029229937.463581,93495449090594,89504799168018,3990649922576,10423540400,44691744,0,0,53118888,97810632,93.27948760986328,1.4967746674301452,475.07763671875
uwave-5method,fecam,uwave,1,63,resnet18_cifar,"[0.1,0.05,0.01]",last_epoch_train_mean,0.1,1.9382785343388629,280486347271782,44691744,6,545127789848,0.8289858716286346,0.6629464285714286,0.07376220604389264,0.07376220604389264,-0.07376220604389264,1,0.07376220604389264,0.055118110236220486,0.048046525773385675,0.017857142857142794,0.054545454545454536,0.08000000000000007,0.16129032258064524,1.0,"[0.9706744868035191,0.9081196581196581,0.8732394366197183,0.8323529411764706,0.7265822784810126,0.6629464285714286]","[0.16129032258064524,0.055118110236220486,0.08000000000000007,0.017857142857142794,0.054545454545454536]","[-0.0058651026392961825,0.17322834645669294,0.16999999999999993,0.1785714285714286,0.7090909090909092,0.6226415094339622]",0.3079445151522828,512,36.823924924014136,36826.165100097656,35.877878313011024,0.946046611003112,0.18920932220062242,0.19310332200257108,10029229937.463581,93495449090594,89504799168018,3990649922576,10423540400,44691744,0,0,53118888,97810632,93.27948760986328,1.7606900123610103,478.95263671875
uwave-5method,fecam,uwave,1,64,resnet18_cifar,"[0.1,0.05,0.01]",last_epoch_train_mean,0.1,1.954323789621765,280486347271782,44691744,6,545127789848,0.9033092644006566,0.8013392857142857,0.08075824759441726,0.08075824759441726,-0.08075824759441726,2,0.08075824759441726,0.08999999999999997,0.04535153458174577,0.0,0.0714285714285714,0.10850439882697949,0.13385826771653542,0.8,"[0.9853372434017595,0.9636752136752137,0.926056338028169,0.9029411764705882,0.8405063291139241,0.8013392857142857]","[0.10850439882697949,0.13385826771653542,0.08999999999999997,0.0714285714285714,0.0]","[-0.0058651026392961825,0.07874015748031493,0.10999999999999999,0.0625,0.4181818181818182,0.18867924528301883]",0.14203935305097595,512,36.71503809897695,36717.21186828613,35.77392813999904,0.9411099589779042,0.18822199179558083,0.19393449398921803,10029229937.463581,93495449090594,89504799168018,3990649922576,10423540400,44691744,0,0,53118888,97810632,93.27948760986328,1.5343784566539398,478.95263671875
uwave-5method,fecam,uwave,1,65,resnet18_cifar,"[0.1,0.05,0.01]",last_epoch_train_mean,0.1,1.795350431870784,280486347271782,44691744,6,545127789848,0.8375005835979766,0.7109375,0.06771393605124873,0.06771393605124873,-0.06771393605124873,3,0.06771393605124873,0.0714285714285714,0.042169802947844774,0.023622047244094446,0.027272727272727282,0.07624633431085048,0.14,1.0,"[0.967741935483871,0.8931623931623932,0.8714788732394366,0.8411764705882353,0.740506329113924,0.7109375]","[0.07624633431085048,0.023622047244094446,0.14,0.0714285714285714,0.027272727272727282]","[-0.02052785923753664,0.22834645669291342,0.18999999999999995,0.1428571428571429,0.8090909090909091,0.2264150943396226]",0.2626969572905085,512,36.57760632102145,36579.7858581543,35.63558017503237,0.9420261459890753,0.18840522919781505,0.19260328001109883,10029229937.463581,93495449090594,89504799168018,3990649922576,10423540400,44691744,0,0,53118888,97810632,93.27948760986328,1.5515459910732585,478.95263671875
